,reviews,stars
139,"Здравствуйте! Благодарим вас за обратную связь. Мы огорчены, что пылесос оправдал не все ваши ожидания. Пылесос действительно обладает высокой мощностью всасывания, рекомендуем выбрать на пульте управления режим для ковров и переключить регулятор на насадке от себя. При появлении дополнительных вопросов, пожалуйста, обращайтесь на нашу информационную линию поддержки в любое удобное для вас время. Наши специалисты работают круглосуточно и будут рады вам помочь!",5
140,Все отлично и быстро,5
141,"Здравствуйте! Очень приятно видеть, что вы доверили вопрос уборки в доме именно пылесосу Philips! Желаем вам приятного пользования!",5
142,"4 звезды за отсутствие ручки для переноса пылесоса и отсутствие авторегулировки мощности, уменьшить мощность можно толтко открытием воздухового паза, а это шум. А так компактный и мощный)",5
143,"Покупкой довольна мощный,звезду снимаю за тонкий шнур и отсутствие регулировки мощности",5
144,Хороший пылесос. Заказом довольна спасибо🙏💕🙏💕,5
145,"Отличный пылесос, мощность всасывания отличная. Проверила на пункте выдачи и к сожалению не работает смотка шнура. Перезаказ",5
146,Пылесос выполняет свою работу на отлично. Только отдельной ручки для перемещения пылесоса не имеется...передвигать его можно за ручку контейнера,5
147,Здравствуйте! Благодарим вас за обратную связь! В вашей модели ручка для переноски расположена на контейнере. Перед покупкой мы всегда рекомендуем ознакомиться с характеристиками товара. Желаем вам приятного использования!,5
148,"Действительно хорошо сосёт) шланг нормальный, не тонкий как ниже писали. Все 3 насадки в комплекте. Очень удобно что на щётке колёсики, не царапает половое покрытие и удобно в принципе управлять щёткой, маневренный. Лёгкий, ручка удобно расположена, но самое удобное это бак для мусора, который очень легко снимается, открывается, высыпается, обратно крепится,это всё очень быстро и держится хорошо. За такую цену я считаю отличный пылесос. Но меня смутило, то что там где выходит воздух, очень нагревается сам пылесос.И да он громко работает. Из-за этого сняла звезду. Не нужен регулятор мощности, на ручке есть режимы пол, ковёр и мебель, переключил и мощность всасывания немного регулируется. Так как у нас собака и много шерсти, я безумно счастлива что он очень хорошо всасывает всю пыль, шерсть, песок.4+ за такое чудо... Спасибо! Доставка быстрая!) коробка не вскрыта была, всё в комплекте, всё отлично!",5
149,"Так себе пылесос, ничего обычного... Ковёр с пола не поднимает, но пылесосет хорошо. Доставку задержали, шёл 5 дней",5
150,"Пылесос хороший ,но нет регулировки мощности ,ранее был Скарлет за 3к даже там была такая фишка,а так всё ок ,рекомендую",5
151,"Получила посылку как подарок на новый год! Дома сразу попробовали пылесос в действии! Это просто сказка, моя мечта.... Так хорошо работает, мощность просто супер! Очень довольна покупкой и качеством, и быстрой доставкой! Только оказался более тяжёлый в весе, чем хотелось бы. Спасибо! Буду пользоваться вашими услугами! А у меня есть нехороший опыт обмана в интернет магазинах.....",5
152,"Не нарадуюсь пылесосом, да нет регулировки мощности, но она мне и не нужна, и без неё хорошо всасывает грязь. Тихий по сравнению с моим бывшим от LG (мейн кун мой теперь не сьегает, как от шумящего старого пылесоса), но вот к шлангу я ещё не привыкла, слишком перекручивается. А так за такие деньги всё устраивает. Спасибо.",5
153,"Пылесос хороший, но нет одной щетки.",5
154,"Пылесос хороший, но уже дома обнаружили, прочитав описание, одной насадки не хватает. Увы.",5
155,"Пылесос отличный, мощный, маленький, маневренный, но нет ручки сверху чтобы носить, очень неудобно, потому 4 звезды",5
156,"Пылесос неплохой. Но сравнивая с предыдущим самсунгом, уступает сильно: и по мощности, и по качеству пластика. Немного расстроилась, но убедившись, что трехкомнатную квартиру он осилил не плохо- оставила покупку. В общем, описанию соответствует.",5
157,"Пылесос хороший, к качеству работы нареканий нет. Вообще нет. Мощное всасывания, 3 насадки, почти 100% удерживания пыли и мусора!, Но есть к самому экземпляру который пришел. Стакан пылисборника у моего экземпляра с дефектом, а именно отлитый пластик ручки стакана, она получилась не литая как должна быть, в будущем может просто отколоться либо переломится пополам. Так же оказалось, что неудобно, что нет ручки для переноски пылесосы, опять же из-за того, что на ручке стакана есть дефект, за нее тоже не возьмёшься лишний раз, да и не для этого она сделала.",5
158,"Пришёл в целости и сохранности, мощный, а вот регулировать эту мощность нет возможности, только если открывать на ручке клапан, вообщем примитивненько, что то я даже не обратила изначально на это внимание увы, ну и как многие пишут сама гофра, не эластичная, моментально перегибается, думаю век её будет не долгим, пластик конечно не то что делали раньше, хлипкий, наверное в этой ценовой категории качество в соотношении с ценой",5
159,Нет насадки для мебели,5
160,"Не плохой пылесос , но нет маленькой насадки в комплекте !",5
161,Пылесосит и правда хорошо! Очень понятный и простой!,5
162,"Пылесосит отлично, но очень шумный",5
163,Очень понравился. Линолеум поднимает. У меня дома нет ковров. Использую ежедневно вместо веника,5
164,"Пылесос просто супер.Небольшой,мощный,не очень громкий.Я очень довальна.",5
165,Очень рекомендую)Просто бомба),5
166,Отличный пылесос.,5
167,"Пылесос просто огонь, превзошёл все ожидания. Доставка быстрая, упаковка заводская, без изъянов. На пункте выдачи всё проверили, отдельное спасибо девочкам, которые там работают, очень вежливые. Товар рекомендую!!!",5
168,"Очень классный, просто идеальный, уборка быстрая с ним",5
169,Отличный пылесос. Жене очень понравился.,5
